id,Kecamatan,Kelurahan,Komuditas,Deskripsi,Harga
,Nambo,Sambuli,Capsicum/Paprika,"Paprika hijau dan merah segar, langsung dari petani terbaik ke meja Anda!","25.800,00"
,Nambo,Sambuli,Wortel,"Wortel segar dari kebun, menambah rasa dan tekstur pada setiap hidangan!","7.500,00"
,Nambo,Sambuli,Kembang Kol,"Kembang kol segar, dijual per buah Rp12.000. Cocok untuk membuat sup segar atau tumis lezat. Langsung dari kebun, segera pesan dan nikmati rasanya","12.000,00"
,Nambo,Sambuli,Timun,"Timun segar baru panen, hanya Rp16.000 per kilo. Cocok untuk jus atau lalapan. Segar dan berkualitas, segera pesan!","16.000,00"
,Nambo,Sambuli,Pepaya,"Ayo beli pepaya segar kami, Rp8.750 per 1/2 kilo. Cocok untuk aneka hidangan sehat. Langsung dari petani, segar dan manis","8.750,00"
,Nambo,Sambuli,Kentang,"Ayo beli kentang pilihan kami, Rp6.300 per 1/2 kilo. Cocok untuk berbagai masakan sehat dan lezat.","6.300,00"
,Nambo,Sambuli,Labu,"Labu berkualitas dengan vitamin C melimpah, dijual per kilo seharga Rp23.000. Cocok untuk meningkatkan daya tahan tubuh Anda. ","23.000,00"
,Nambo,Sambuli,Lobak,"Lobak pilihan terbaik dengan magnesium, per buah Rp5.600. Ideal untuk fungsi otot dan saraf. ","5.600,00"
,Nambo,Sambuli,Tomat,"Ayo, ayo, tomat segar baru panen! Dijual per kilo cuma Rp10.000. Cocok buat sambal, tumis, atau lalapan. Segera beli di lapak kami, tomatnya merah merona dan manis, langsung dari kebun!","10.000,00"
,Nambo,Tobimeita,Ikan Bandeng,"Ikan bandeng segar dari laut, langsung ke meja makan Anda.","27.000,00"
,Nambo,Tobimeita,Ikan Lele,"Ikan Lele segar, mudah diolah menjadi berbagai hidangan.","25.000,00"
,Nambo,Tobimeita,Ikan Betok,"Ikan betok segar, mudah diolah menjadi berbagai hidangan.","30.500,00"
,Nambo,Tobimeita,Belut Air Tawar,Pilihan terbaik belut air tawar segar untuk menu harian.,"69.000,00"
,Nambo,Tobimeita,Ikan Emas,Pilihan terbaik ikan emas segar untuk menu harian.,"52.000,00"
,Nambo,Tobimeita,Ikan Gurami,"Ikan gurami segar, pilihan tepat untuk keluarga Anda.","69.000,00"
,Nambo,Tobimeita,Ikan Mas Rumput,"Ikan mas rumput segar, untuk masakan sehari-hari yang nikmat.","41.000,00"
,Nambo,Tobimeita,Ikan Buntal Bintik Hijau,Dapatkan ikan buntal bintik hijau berkualitas untuk berbagai olahan masakan.,"158.000,00"
,Nambo,Tobimeita,Ikan Belida,"Ikan belida segar, mudah diolah menjadi hidangan istimewa.","94.000,00"
,Nambo,Tobimeita,Ikan Belanak,"Ikan belanak segar, siap untuk berbagai olahan kuliner.","52.000,00"
,Nambo,Tobimeita,Ikan Kiper,"Ikan kiper segar, pilihan sempurna untuk hidangan sehari-hari.","46.000,00"
,Nambo,Tobimeita,Ikan Mas Perak,Pilihan ikan mas perak segar terbaik untuk menu harian.,"37.000,00"
,Nambo,Tobimeita,Ikan Nila,"Ikan nila segar, pilihan terbaik untuk masakan keluarga.","31.000,00"
,Nambo,Tobimeita,Ikan Kepala Ular,"Ikan kepala ular segar, sumber protein yang tinggi untuk keluarga.","92.000,00"
,Nambo,Tobimeita,Ikan Bulan-bulan,"Ikan bulan-bulan segar, mudah diolah menjadi hidangan spesial.","78.000,00"
,Nambo,Tobimeita,Kacang Kapri,Kacang kapri ini mudah disiapkan dan disukai semua anggota keluarga. Tambahkan dalam menu harian Anda sekarang juga!,"29.000,00"
,Nambo,Tobimeita,Pare,Pare segar dengan harga Rp 25.000/kg. Kualitas unggulan untuk segala hidangan. Pare ini kaya akan antioksidan dan nutrisi penting yang baik untuk kesehatan. Sempurna untuk hidangan spesial dan menjaga kesehatan tubuh,"25.000,00"
,Nambo,Tobimeita,Labu Air,"Labu air segar seharga Rp 21.000 per buah, sangat cocok untuk hidangan sehari-hari. Labu air ini memberikan rasa yang lezat dan manfaat kesehatan yang penting.","21.000,00"
,Nambo,Tobimeita,Terong,"Terong segar seharga Rp 19.000 per 800 gram, pilihan terbaik untuk menu sehat harian Anda.","19.000,00"
,Nambo,Tobimeita,Brokoli,Segarkan hari Anda dengan brokoli segar dan kaya vitamin!,"31.000,00"
,Nambo,Tobimeita,Kubis,"Kubis dengan kualitas terbaik, langsung dari kebun, hanya Rp 9.800 per kilogram!","9.800,00"
,Nambo,Tobimeita,Capsicum/Paprika,"Paprika lezat dan penuh nutrisi, ideal untuk seluruh keluarga!","27.500,00"
,Nambo,Tobimeita,Wortel,"Wortel manis dan penuh vitamin, pilihan tepat untuk makanan sehat setiap hari!","10.500,00"
,Nambo,Tobimeita,Kembang Kol,"Kembang kol renyah dan segar, per kilo hanya Rp21.000. Sempurna untuk hidangan sehat dan lezat. Pesan sekarang di toko kami dan rasakan kesegarannya","21.000,00"
,Nambo,Tobimeita,Timun,"Timun hijau segar, per kilo Rp14.500. Ideal untuk camilan sehat atau tambahan salad. Langsung dari kebun, segera pesan","14.500,00"
,Nambo,Tobimeita,Pepaya,"Pepaya matang pohon, dijual per 1/2 kilo seharga Rp9.250. Sempurna untuk jus atau lalapan. Langsung dari kebun, segar dan berkualitas","9.250,00"
,Nambo,Tobimeita,Kentang,"Kentang segar dan bernutrisi, dijual per 1/2 kilo seharga Rp6.600. Sempurna untuk sup atau camilan.","6.600,00"
,Nambo,Tobimeita,Labu,"Labu segar mengandung kalium tinggi, per kilo Rp20.500. Ideal untuk menjaga kesehatan jantung Anda. Langsung dari petani, segera pesan dan rasakan manfaatnya","20.500,00"
,Nambo,Tobimeita,Lobak,"Lobak berkualitas dengan zat besi, dijual per buah seharga Rp5.300. Bagus untuk kesehatan darah. Segera pesan dan rasakan bedanya","5.300,00"
,Nambo,Tobimeita,Tomat,"Promo spesial tomat segar, Rp9.000 per kilo! Cocok untuk berbagai masakan, dari sambal sampai tumis. Segera dapatkan tomat terbaik di lapak kami, segar dan berkualitas!","9.000,00"
,Nambo,Tondonggeu,Ikan Bandeng,Pilihan ikan bandeng segar terbaik untuk keluarga Anda.,"34.000,00"
,Nambo,Tondonggeu,Ikan Lele,"Ikan Lele segar, pilihan terbaik untuk keluarga Anda.","21.000,00"
,Nambo,Tondonggeu,Ikan Betok,"Ikan betok segar, pilihan tepat untuk keluarga Anda.","32.500,00"
,Nambo,Tondonggeu,Belut Air Tawar,"Belut air tawar segar, kaya akan nutrisi untuk keluarga Anda.","76.000,00"
,Nambo,Tondonggeu,Ikan Emas,Dapatkan ikan emas berkualitas untuk berbagai olahan masakan.,"47.000,00"
,Nambo,Tondonggeu,Ikan Gurami,"Ikan gurami segar, untuk masakan sehari-hari yang nikmat.","67.000,00"
,Nambo,Tondonggeu,Ikan Mas Rumput,"Ikan mas rumput segar, siap diolah menjadi berbagai jenis masakan.","42.000,00"
,Nambo,Tondonggeu,Ikan Buntal Bintik Hijau,"Ikan buntal bintik hijau segar, siap menjadi hidangan spesial keluarga.","170.000,00"
,Nambo,Tondonggeu,Ikan Belida,"Ikan belida segar, pilihan tepat untuk masakan sehari-hari.","98.000,00"
,Nambo,Tondonggeu,Ikan Belanak,"Ikan belanak segar, pilihan terbaik untuk hidangan sehari-hari.","53.000,00"
,Nambo,Tondonggeu,Ikan Kiper,Dapatkan ikan kiper segar berkualitas untuk keluarga Anda.,"45.000,00"
,Nambo,Tondonggeu,Ikan Mas Perak,"Ikan mas perak segar, kaya akan gizi untuk keluarga.","35.000,00"
,Nambo,Tondonggeu,Ikan Nila,"Ikan nila segar, mudah diolah menjadi hidangan istimewa.","33.000,00"
,Nambo,Tondonggeu,Ikan Kepala Ular,"Ikan kepala ular segar, langsung dari kolam ke meja makan.","102.000,00"
,Nambo,Tondonggeu,Ikan Bulan-bulan,"Ikan bulan-bulan segar, pilihan terbaik untuk masakan keluarga.","74.000,00"
,Nambo,Tondonggeu,Kacang Kapri,Rasa kacang kapri yang manis dan tekstur renyahnya membuatnya jadi favorit dalam hidangan apa pun,"38.000,00"
,Nambo,Tondonggeu,Pare,"Pare segar dengan harga Rp 30.000/kg. Kualitas premium, sangat segar. Pare ini kaya akan vitamin dan mineral yang baik untuk tubuh. Ideal untuk segala jenis masakan sehat, dari tumisan hingga sup","30.000,00"
,Nambo,Tondonggeu,Labu Air,"Labu air segar seharga Rp 22.000 per buah, pas untuk membuat berbagai jenis masakan. Tambahkan ke dalam menu harian Anda untuk nutrisi tambahan yang bermanfaat","22.000,00"
,Nambo,Tondonggeu,Terong,"Terong segar hanya Rp 5.000 per 250 gram. Sempurna untuk berbagai jenis masakan seperti balado, tumis, atau goreng","5.000,00"
,Nambo,Tondonggeu,Brokoli,"Dapatkan brokoli segar kami, pilihan tepat untuk hidup sehat!","34.000,00"
,Nambo,Tondonggeu,Kubis,"Dapatkan kubis segar dan bergizi setiap hari, seharga Rp 10.300 per kilogram!","10.300,00"
,Nambo,Tondonggeu,Capsicum/Paprika,"Paprika segar dengan warna cerah, menambah keceriaan pada setiap masakan!","25.200,00"
,Nambo,Tondonggeu,Wortel,"Wortel segar yang renyah, cocok untuk hidangan gurih dan manis!","12.000,00"
,Nambo,Tondonggeu,Kembang Kol,"Kembang kol premium, dijual per buah Rp13.000. Pas untuk berbagai masakan sehat seperti sup dan tumis. Langsung dari kebun kami, segera pesan sebelum habis","13.000,00"
,Nambo,Tondonggeu,Timun,"Timun segar pilihan, per buah hanya Rp1.800. Cocok untuk lalapan atau jus. Segar langsung dari kebun, jangan lewatkan","1.800,00"
,Nambo,Tondonggeu,Pepaya,"Pepaya segar baru panen, per 1/2 kilo Rp10.250. Ideal untuk camilan sehat atau hidangan penutup. Segera pesan dan rasakan bedanya!","10.250,00"
,Nambo,Tondonggeu,Kentang,"Kentang berkualitas tinggi, hanya Rp6.200 per 1/2 kilo. Cocok untuk olahan kentang goreng atau rebus. Pesan di toko kami sekarang!","6.200,00"
,Nambo,Tondonggeu,Labu,"Labu bernutrisi dengan vitamin E, hanya Rp11.500 per buah. Sempurna untuk menjaga kesehatan kulit Anda. Langsung dari kebun","11.500,00"
,Nambo,Tondonggeu,Lobak,"Lobak segar dan manis dengan folat, hanya Rp5.200 per buah. Cocok untuk ibu hamil.","5.200,00"
,Nambo,Tondonggeu,Tomat,"Tomat segar, dijual per buah cuma Rp1.000. Pas banget buat salad atau campuran masakan. Tomatnya segar dan enak, langsung dari petani. Jangan lewatkan kesempatan ini!","1.000,00"
,Poasia,Anduonohu,Ikan Bandeng,"Ikan bandeng segar, mudah diolah menjadi berbagai hidangan.","37.500,00"
,Poasia,Anduonohu,Ikan Lele,"Ikan Lele segar, untuk masakan sehari-hari yang nikmat.","22.000,00"
,Poasia,Anduonohu,Ikan Betok,"Ikan betok segar, untuk masakan sehari-hari yang nikmat.","37.000,00"
,Poasia,Anduonohu,Belut Air Tawar,Dapatkan belut air tawar berkualitas untuk berbagai olahan masakan.,"79.000,00"
,Poasia,Anduonohu,Ikan Emas,"Ikan emas segar, kaya akan nutrisi untuk keluarga Anda.","50.000,00"
,Poasia,Anduonohu,Ikan Gurami,"Ikan gurami segar, siap diolah menjadi berbagai jenis masakan.","71.000,00"
,Poasia,Anduonohu,Ikan Mas Rumput,"Ikan mas rumput segar, siap menjadi hidangan spesial keluarga.","40.000,00"
,Poasia,Anduonohu,Ikan Buntal Bintik Hijau,"Ikan buntal bintik hijau segar, siap diolah menjadi berbagai jenis masakan.","163.000,00"
,Poasia,Anduonohu,Ikan Belida,"Ikan belida segar, kaya akan nutrisi dan rasa.","95.000,00"
,Poasia,Anduonohu,Ikan Belanak,Dapatkan ikan belanak segar berkualitas untuk keluarga Anda.,"55.000,00"
,Poasia,Anduonohu,Ikan Kiper,"Ikan kiper segar, kaya akan gizi untuk menu harian.","44.000,00"
,Poasia,Anduonohu,Ikan Mas Perak,Dapatkan ikan mas perak segar berkualitas untuk masakan lezat.,"34.000,00"
,Poasia,Anduonohu,Ikan Nila,"Ikan nila segar, sumber protein yang kaya untuk keluarga.","35.000,00"
,Poasia,Anduonohu,Ikan Kepala Ular,Rasakan kelembutan ikan kepala ular segar di setiap hidangan.,"104.000,00"
,Poasia,Anduonohu,Ikan Bulan-bulan,"Ikan bulan-bulan segar, kaya akan rasa dan nutrisi.","67.000,00"
,Poasia,Anduonohu,Kacang Kapri,Kacang kapri ini mudah disiapkan dan disukai semua anggota keluarga. Tambahkan dalam menu harian Anda sekarang juga!,"37.000,00"
,Poasia,Anduonohu,Pare,"Pare segar dengan harga Rp 5.500/225g. Pas untuk tambahan sayur asem. Pare ini kaya akan serat dan membantu menjaga kesehatan pencernaan. Pilihan tepat untuk menu harian Anda, tambahkan ke dalam resep sayur favorit Anda","5.500,00"
,Poasia,Anduonohu,Labu Air,"Labu air segar seharga Rp 21.000 per buah, ideal untuk keluarga kecil. Labu air ini membantu menjaga keseimbangan cairan dalam tubuh dan meningkatkan kesehatan pencernaan","21.000,00"
,Poasia,Anduonohu,Terong,"Terong segar hanya Rp 42.000 per 2 kilogram, sempurna untuk membuat berbagai jenis masakan sehat","42.000,00"
,Poasia,Anduonohu,Brokoli,"Brokoli hijau dan renyah, sumber vitamin yang luar biasa!","36.000,00"
,Poasia,Anduonohu,Kubis,"Kubis organik segar untuk hidup sehat Anda, hanya Rp 12.500 per kilogram!","12.500,00"
,Poasia,Anduonohu,Capsicum/Paprika,"Paprika manis dan pedas, sempurna untuk setiap hidangan favorit Anda!","28.500,00"
,Poasia,Anduonohu,Wortel,"Wortel lokal yang segar dan bergizi, ideal untuk berbagai kreasi masakan!","13.500,00"
,Poasia,Anduonohu,Kembang Kol,"Kembang kol segar baru datang, hanya Rp22.000 per kilo. Cocok untuk berbagai hidangan, dari sup hingga panggang. Segar dan langsung dari petani, segera pesan sekarang","22.000,00"
,Poasia,Anduonohu,Timun,"Timun segar dari kebun, per buah hanya Rp2.000. Ideal untuk salad atau jus segar. Langsung dari petani lokal","2.000,00"
,Poasia,Anduonohu,Pepaya,"Pepaya matang pilihan, hanya Rp9.750 per 1/2 kilo. Sempurna untuk salad buah atau jus segar. Segera pesan di toko kami dan nikmati","9.750,00"
,Poasia,Anduonohu,Kentang,"""Kentang segar dan renyah, per 1/2 kilo Rp6.500. Ideal untuk berbagai jenis hidangan. Langsung dari petani, segera pesan","6.500,00"
,Poasia,Anduonohu,Labu,"Labu segar mengandung zat besi, dijual per buah seharga Rp10.800. Cocok untuk membantu meningkatkan kadar hemoglobin. ","10.800,00"
,Poasia,Anduonohu,Lobak,"Lobak premium mengandung vitamin B6, dijual per buah seharga Rp5.500. Sempurna untuk kesehatan saraf. ","5.500,00"
,Poasia,Anduonohu,Tomat,"Tomat merah dan segar, dijual per buah dengan harga Rp1.500. Ideal buat salad atau jus tomat. Tomatnya manis dan segar, ayo buruan beli sebelum kehabisan!","1.500,00"
,Poasia,Anggeoeye,Ikan Bandeng,"Ikan bandeng segar, untuk masakan sehari-hari yang lezat.","26.500,00"
,Poasia,Anggeoeye,Ikan Lele,"Ikan Lele segar, siap diolah menjadi berbagai jenis masakan.","20.000,00"
,Poasia,Anggeoeye,Ikan Betok,"Ikan betok segar, siap diolah menjadi berbagai jenis masakan.","33.000,00"
,Poasia,Anggeoeye,Belut Air Tawar,"Belut air tawar segar, siap menjadi hidangan spesial keluarga","71.000,00"
,Poasia,Anggeoeye,Ikan Emas,"Ikan emas segar, siap menjadi hidangan spesial keluarga.","45.000,00"
,Poasia,Anggeoeye,Ikan Gurami,"Ikan gurami segar, pilihan tepat untuk hidangan lezat.","68.000,00"
,Poasia,Anggeoeye,Ikan Mas Rumput,Dapatkan ikan mas rumput berkualitas untuk berbagai olahan masakan.,"47.000,00"
,Poasia,Anggeoeye,Ikan Buntal Bintik Hijau,"Ikan buntal bintik hijau segar, untuk masakan sehari-hari yang nikmat.","177.000,00"
,Poasia,Anggeoeye,Ikan Belida,"Ikan belida segar, siap untuk berbagai jenis olahan lezat.","90.000,00"
,Poasia,Anggeoeye,Ikan Belanak,"Ikan belanak segar, kaya akan nutrisi untuk menu harian.","57.000,00"
,Poasia,Anggeoeye,Ikan Kiper,Pilihan ikan kiper segar untuk masakan lezat Anda.,"43.000,00"
,Poasia,Anggeoeye,Ikan Mas Perak,"Ikan mas perak segar, pilihan tepat untuk hidangan istimewa.","33.000,00"
,Poasia,Anggeoeye,Ikan Nila,"Ikan nila segar, langsung dari kolam ke meja makan.","36.000,00"
,Poasia,Anggeoeye,Ikan Kepala Ular,"Ikan kepala ular segar, cocok untuk masakan berkuah atau panggang.","115.000,00"
,Poasia,Anggeoeye,Ikan Bulan-bulan,"Ikan bulan-bulan segar, siap untuk berbagai olahan kuliner.","65.000,00"
,Poasia,Anggeoeye,Kacang Kapri,Buat hidangan sehat dengan kacang kapri yang renyah ini. Tambahkan dalam masakan sehari-hari untuk gizi ekstra,"37.500,00"
,Poasia,Anggeoeye,Pare,Pare segar dengan harga Rp 11.000/450g. Cocok untuk porsi keluarga kecil. Pare ini memiliki rasa pahit yang khas namun menyehatkan. Tambahkan ke dalam resep favorit Anda untuk rasa yang unik dan menyehatkan,"11.000,00"
,Poasia,Anggeoeye,Labu Air,"Labu air segar seharga Rp 27.000 per buah, kaya akan vitamin dan mineral. Cocok untuk berbagai resep sehat dan lezat, dari sup hingga tumisan","27.000,00"
,Poasia,Anggeoeye,Terong,"Terong segar seharga Rp 33.500 per kilogram, memberikan rasa segar dan lezat pada setiap hidangan","33.500,00"
,Poasia,Anggeoeye,Brokoli,"Cicipi brokoli segar kami, sempurna untuk diet sehat Anda!","24.000,00"
,Poasia,Anggeoeye,Kubis,"Nikmati kubis lezat dan bergizi, sekarang hanya Rp 11.200 per kilogram!","11.200,00"
,Poasia,Anggeoeye,Capsicum/Paprika,Nikmati paprika segar dan bergizi setiap hari dalam berbagai masakan Anda!,"26.300,00"
,Poasia,Anggeoeye,Wortel,"Wortel segar yang kaya akan vitamin dan mineral, pilihan sehat untuk seluruh keluarga!","9.000,00"
,Poasia,Anggeoeye,Kembang Kol,"Kembang kol segar, per buah hanya Rp11.500. Ideal untuk menambah rasa pada salad atau sup. Segar dari petani lokal, kembang kol ini siap untuk diolah","11.500,00"
,Poasia,Anggeoeye,Timun,"Timun hijau segar, per buah Rp2.500. Sempurna untuk hidangan sehat seperti salad dan lalapan. Pesan sekarang!","2.500,00"
,Poasia,Anggeoeye,Pepaya,"Pepaya segar dari kebun, per 1/2 kilo Rp9.000. Cocok untuk jus segar atau tambahan salad. Langsung dari petani, segera pesan","9.000,00"
,Poasia,Anggeoeye,Kentang,"Kentang pilihan terbaik, hanya Rp6.800 per 1/2 kilo. Sempurna untuk berbagai olahan masakan. Pesan sekarang dan nikmati","6.800,00"
,Poasia,Anggeoeye,Labu,"Labu berkualitas kaya akan magnesium, per buah Rp12.200. Ideal untuk mendukung kesehatan tulang Anda. Segera pesan dan nikmati manfaat kesehatannya!","12.200,00"
,Poasia,Anggeoeye,Lobak,"Lobak segar kualitas terbaik kaya vitamin C, hanya Rp25.000 per kilo. Ideal untuk meningkatkan daya tahan tubuh. ","25.000,00"
,Poasia,Anggeoeye,Tomat,"Ayo, ayo, tomat segar baru panen! Dijual per kilo cuma Rp10.000. Cocok buat sambal, tumis, atau lalapan. Segera beli di lapak kami, tomatnya merah merona dan manis, langsung dari kebun!","10.000,00"
,Poasia,Matabubu,Ikan Bandeng,"Ikan bandeng segar, pilihan terbaik untuk berbagai masakan lezat.","30.000,00"
,Poasia,Matabubu,Ikan Lele,"Ikan Lele segar, siap menjadi hidangan favorit keluarga.","23.000,00"
,Poasia,Matabubu,Ikan Betok,"Ikan betok segar, pilihan tepat untuk hidangan tradisional.","30.000,00"
,Poasia,Matabubu,Belut Air Tawar,"Belut air tawar segar, siap diolah menjadi berbagai jenis masakan.","70.000,00"
,Poasia,Matabubu,Ikan Emas,"Ikan emas segar, langsung dari kolam ke dapur Anda.","44.000,00"
,Poasia,Matabubu,Ikan Gurami,Dapatkan ikan gurami berkualitas untuk olahan favorit Anda.,"60.000,00"
,Poasia,Matabubu,Ikan Mas Rumput,"Ikan mas rumput segar, kaya akan nutrisi untuk keluarga Anda.","51.000,00"
,Poasia,Matabubu,Ikan Buntal Bintik Hijau,"Ikan buntal bintik hijau segar, pilihan terbaik untuk keluarga Anda.","160.000,00"
,Poasia,Matabubu,Ikan Belida,"Ikan belida segar, pilihan tepat untuk hidangan istimewa.","104.000,00"
,Poasia,Matabubu,Ikan Belanak,Pilihan ikan belanak segar untuk masakan lezat Anda.,"60.000,00"
,Poasia,Matabubu,Ikan Kiper,"Ikan kiper segar, sempurna untuk berbagai jenis olahan.","38.000,00"
,Poasia,Matabubu,Ikan Mas Perak,"Ikan mas perak segar, mudah diolah menjadi hidangan spesial.","40.000,00"
,Poasia,Matabubu,Ikan Nila,Rasakan kelezatan ikan nila segar di setiap hidangan.,"28.000,00"
,Poasia,Matabubu,Ikan Kepala Ular,Pilihan ikan kepala ular segar terbaik untuk menu harian.,"85.000,00"
,Poasia,Matabubu,Ikan Bulan-bulan,"Ikan bulan-bulan segar, pilihan sempurna untuk hidangan istimewa.","76.000,00"
,Poasia,Matabubu,Kacang Kapri,Kacang kapri ini dapat diolah menjadi hidangan pembuka yang sehat dan lezat. Cukup tumis dengan sedikit bawang putih,"37.000,00"
,Poasia,Matabubu,Pare,"Pare segar dengan harga Rp 16.500/675g. Lebih banyak untuk variasi menu sehat. Pare ini kaya akan vitamin dan mineral yang baik untuk tubuh. Cocok untuk berbagai jenis masakan sehat, dari tumisan hingga sup","16.500,00"
,Poasia,Matabubu,Labu Air,"Labu air segar seharga Rp 31.000 untuk 2 buah, pas untuk stok sayuran di rumah. Labu ini memberikan rasa segar dan tekstur lembut pada masakan Anda","31.000,00"
,Poasia,Matabubu,Terong,"Terong segar seharga Rp 7.000 per 350 gram, memberikan rasa lezat pada masakan Anda. Kaya akan serat dan vitamin","7.000,00"
,Poasia,Matabubu,Brokoli,"Nikmati segarnya brokoli hijau kami, kaya akan vitamin dan nutrisi!","25.000,00"
,Poasia,Matabubu,Kubis,"Kubis segar, renyah, dan penuh nutrisi hanya Rp 10.000 per kilogram!","10.000,00"
,Poasia,Matabubu,Capsicum/Paprika,"Paprika segar, warna-warni, dan kaya vitamin untuk hidangan lezat Anda!","25.000,00"
,Poasia,Matabubu,Wortel,"Wortel segar dan renyah, penuh dengan vitamin A untuk kesehatan mata Anda!","10.000,00"
,Poasia,Matabubu,Kembang Kol,"Kembang kol berkualitas tinggi, Rp24.000 per kilo. Cocok untuk berbagai masakan, dari tumis hingga panggang. Pesan sekarang di toko kami, kembang kol ini segar dan penuh gizi!","24.000,00"
,Poasia,Matabubu,Timun,"Timun segar baru panen, per buah Rp1.800. Cocok untuk jus atau lalapan. Langsung dari kebun, segera pesan!","1.800,00"
,Poasia,Matabubu,Pepaya,"Pepaya manis dan segar, dijual per 1/2 kilo Rp10.000. Ideal untuk camilan sehat atau hidangan penutup. Segera pesan sekarang!","10.000,00"
,Poasia,Matabubu,Kentang,"Kentang segar dan bergizi, per 1/2 kilo Rp6.300. Cocok untuk olahan kentang goreng atau panggang. Segera pesan di toko kami","6.300,00"
,Poasia,Matabubu,Labu,"Labu segar dengan vitamin B kompleks, hanya Rp11.300 per buah. Sempurna untuk menjaga fungsi saraf Anda. ","11.300,00"
,Poasia,Matabubu,Lobak,"Lobak berkualitas tinggi dengan serat tinggi, dijual per kilo seharga Rp27.000. Sempurna untuk pencernaan yang sehat. ","27.000,00"
,Poasia,Matabubu,Tomat,"Tomat segar, dijual per buah cuma Rp1.000. Pas banget buat salad atau campuran masakan. Tomatnya segar dan enak, langsung dari petani. Jangan lewatkan kesempatan ini!","1.000,00"
,Poasia,Rahandouna,Ikan Bandeng,Dapatkan ikan bandeng berkualitas untuk hidangan sehat keluarga.,"32.000,00"
,Poasia,Rahandouna,Ikan Lele,Dapatkan ikan Lele berkualitas untuk berbagai olahan masakan.,"20.500,00"
,Poasia,Rahandouna,Ikan Betok,Dapatkan ikan betok berkualitas untuk olahan favorit Anda.,"32.000,00"
,Poasia,Rahandouna,Belut Air Tawar,"Belut air tawar segar, untuk masakan sehari-hari yang nikmat.","75.000,00"
,Poasia,Rahandouna,Ikan Emas,"Ikan emas segar, siap diolah menjadi berbagai jenis masakan.","56.000,00"
,Poasia,Rahandouna,Ikan Gurami,"Ikan gurami segar, kaya akan gizi untuk keluarga.","65.000,00"
,Poasia,Rahandouna,Ikan Mas Rumput,Pilihan terbaik ikan mas rumput segar untuk menu harian.,"49.000,00"
,Poasia,Rahandouna,Ikan Buntal Bintik Hijau,"Ikan buntal bintik hijau segar, mudah diolah menjadi berbagai hidangan.","165.000,00"
,Poasia,Rahandouna,Ikan Belida,Dapatkan ikan belida segar berkualitas untuk masakan lezat.,"102.000,00"
,Poasia,Rahandouna,Ikan Belanak,"Ikan belanak segar, sempurna untuk berbagai jenis olahan.","61.000,00"
,Poasia,Rahandouna,Ikan Kiper,"Ikan kiper segar, cocok untuk masakan berkuah atau panggang.","36.000,00"
,Poasia,Rahandouna,Ikan Mas Perak,"Ikan mas perak segar, siap untuk berbagai jenis olahan lezat.","38.000,00"
,Poasia,Rahandouna,Ikan Nila,"Ikan nila segar, cocok untuk masakan goreng atau panggang.","30.000,00"
,Poasia,Rahandouna,Ikan Kepala Ular,"Ikan kepala ular segar, kaya akan nutrisi untuk keluarga.","97.000,00"
,Poasia,Rahandouna,Ikan Bulan-bulan,Dapatkan ikan bulan-bulan segar berkualitas untuk masakan lezat.,"77.000,00"
,Poasia,Rahandouna,Kacang Kapri,Kacang kapri ini sangat enak jika direbus sebentar dan disajikan dengan saus mentega. Rasanya akan sangat menggoda,"29.000,00"
,Poasia,Rahandouna,Pare,Pare segar dengan harga Rp 22.000/kg. Harga terjangkau untuk kualitas terbaik. Pare ini membantu menjaga kadar gula darah dan memiliki banyak manfaat kesehatan lainnya. Pilihan tepat untuk diet sehat dan seimbang,"22.000,00"
,Poasia,Rahandouna,Labu Air,"Labu air segar seharga Rp 32.000 untuk 2 buah, sangat cocok untuk keluarga besar. Labu air ini rendah kalori dan kaya akan serat, membantu menjaga kesehatan pencernaan.","32.000,00"
,Poasia,Rahandouna,Terong,"Terong segar seharga Rp 13.500 per 600 gram, kaya akan serat dan vitamin yang penting untuk tubuh Anda","13.500,00"
,Poasia,Rahandouna,Brokoli,"Brokoli segar, pilihan terbaik untuk kesehatan Anda!","28.000,00"
,Poasia,Rahandouna,Kubis,"Nikmati kubis berkualitas tinggi, cocok untuk berbagai masakan","9.500,00"
,Poasia,Rahandouna,Capsicum/Paprika,Paprika renyah yang sempurna untuk menambah cita rasa pada masakan Anda!,"24.000,00"
,Poasia,Rahandouna,Wortel,"Wortel manis dan segar, sempurna untuk camilan sehat dan jus segar!","12.500,00"
,Poasia,Rahandouna,Kembang Kol,"Kembang kol segar, dijual per buah Rp12.500. Cocok untuk membuat sup atau salad segar. Langsung dari kebun, segera pesan sekarang juga!","12.500,00"
,Poasia,Rahandouna,Timun,"Timun hijau segar, per buah Rp2.200. Ideal untuk camilan sehat atau tambahan salad. Segera pesan dan nikmati!","2.200,00"
,Poasia,Rahandouna,Pepaya,"Pepaya segar matang pohon, hanya Rp8.500 per 1/2 kilo. Cocok untuk jus atau lalapan. Segera pesan dan nikmati manisnya","8.500,00"
,Poasia,Rahandouna,Kentang,"Kentang dari petani lokal, hanya Rp6.700 per 1/2 kilo. Sempurna untuk berbagai masakan sehat. ","6.700,00"
,Poasia,Rahandouna,Labu,"Labu premium mengandung beta-karoten, dijual per buah seharga Rp10.600. Cocok untuk menjaga kesehatan mata dan kulit Anda. Segera pesan dan nikmati khasiatnya!","10.600,00"
